translation,reference,source,translation_clean,reference_clean,source_clean
 drei,To invade the Legislative Yuan.,Invadir o Yuan Legislativo, drei,to invade the legislative yuan ,invadir o yuan legislativo
 But I use them to buy my,But use them to buy your flock.,Mas use-os para comprar seu rebanho., but i use them to buy my,but use them to buy your flock ,mas use os para comprar seu rebanho 
" We already know, but it would be good to see it again.","Do we know each other? Anyways, it would be nice to see you again.","Já conhecemos?, mas seria bom vê-lo novamente.", we already know but it would be good to see it again ,do we know each other anyways it would be nice to see you again ,já conhecemos mas seria bom vê lo novamente 
 It almost gives him the feeling that he was not wanted.,It almost gives him the feeling that he was not desired.,Quase dá a ele a sensação de que ele não era desejado., it almost gives him the feeling that he was not wanted ,it almost gives him the feeling that he was not desired ,quase dá a ele a sensação de que ele não era desejado 
 Four big men are eating together in what seems to be a food contest.,Four huge men are eating together in what looks like a food contest.,Quatro homens grandes estão comendo juntos no que parece ser um concurso de comida., four big men are eating together in what seems to be a food contest ,four huge men are eating together in what looks like a food contest ,quatro homens grandes estão comendo juntos no que parece ser um concurso de comida 
" If you face these discrepant values, this would reduce the artifacts.","If you compared the outliers, it would reduce the number of artefactual results.","Se você enfrentasse esses valores discrepantes, isso reduziria os artefatos.", if you face these discrepant values this would reduce the artifacts ,if you compared the outliers it would reduce the number of artefactual results ,se você enfrentasse esses valores discrepantes isso reduziria os artefatos 
 Your anxiety exploded.,His anxiety took over.,Sua ansiedade explodiu., your anxiety exploded ,his anxiety took over ,sua ansiedade explodiu 
 No.,No.,Não., no ,no ,não 
 The old pan was covered with hard syrup.,The old pan was totally dirty.,A velha panela estava coberta de calda dura., the old pan was covered with hard syrup ,the old pan was totally dirty ,a velha panela estava coberta de calda dura 
 He rented a flat.,He rented a flat.,Ele alugou um flat., he rented a flat ,he rented a flat ,ele alugou um flat 
 Man plays guitar for baby,Man plays guitar for a little baby.,Homem toca guitarra para bebezinho., man plays guitar for baby,man plays guitar for a little baby ,homem toca guitarra para bebezinho 
 A mother and a child walk together while the child carries a flag.,A mother and son walk together while the son carries a flag.,Uma mãe e um filho caminham juntos enquanto o filho carrega uma bandeira., a mother and a child walk together while the child carries a flag ,a mother and son walk together while the son carries a flag ,uma mãe e um filho caminham juntos enquanto o filho carrega uma bandeira 
 The evaluation must be extended to other data sets.,The assessment should be extended to other data sets.,A avaliação deve ser estendida para outros conjuntos de dados., the evaluation must be extended to other data sets ,the assessment should be extended to other data sets ,a avaliação deve ser estendida para outros conjuntos de dados 
 A woman is paying for a purchase while two other women are looking at magazines.,"One woman is paying for a purchase, while two other women look at magazines.","Uma mulher está pagando por uma compra, enquanto outras duas mulheres olham para revistas.", a woman is paying for a purchase while two other women are looking at magazines ,one woman is paying for a purchase while two other women look at magazines ,uma mulher está pagando por uma compra enquanto outras duas mulheres olham para revistas 
 Wait for the signal!,Wait for the signal!,Aguarde o sinal!, wait for the signal ,wait for the signal ,aguarde o sinal 
 There are four different types of fuel in this gas station.,There are four different types of fuel at this gas station.,Existem quatro tipos diferentes de combustível neste posto de gasolina., there are four different types of fuel in this gas station ,there are four different types of fuel at this gas station ,existem quatro tipos diferentes de combustível neste posto de gasolina 
 A man is reading a newspaper on a train or bus.,A man is reading a newspaper on a train or bus.,Um homem está lendo um jornal em um trem ou ônibus., a man is reading a newspaper on a train or bus ,a man is reading a newspaper on a train or bus ,um homem está lendo um jornal em um trem ou ônibus 
 4 people swinging in a swing,Four people swinging on a swing.,Quatro pessoas balançando em um balanço., 4 people swinging in a swing,four people swinging on a swing ,quatro pessoas balançando em um balanço 
 A group of people is close to a small street vendor.,A group of people is next to a street vendor.,Um grupo de pessoas está próximo a um pequeno vendedor ambulante., a group of people is close to a small street vendor ,a group of people is next to a street vendor ,um grupo de pessoas está próximo a um pequeno vendedor ambulante 
 A young man in a red shirt enters a dirt street.,A young boy in red shirt walks down a dirt street.,Um jovem rapaz de camisa vermelha entra em uma rua de terra., a young man in a red shirt enters a dirt street ,a young boy in red shirt walks down a dirt street ,um jovem rapaz de camisa vermelha entra em uma rua de terra 
 Have you planned your weekend activity yet?,Did you plan your weekend activity?,Você planejou sua atividade de fim de semana ainda?, have you planned your weekend activity yet ,did you plan your weekend activity ,você planejou sua atividade de fim de semana ainda 
 Vaccines can provide some protection during the flu season.,Vaccines can provide some protection during the flu season.,As vacinas podem fornecer alguma proteção durante a temporada de gripe., vaccines can provide some protection during the flu season ,vaccines can provide some protection during the flu season ,as vacinas podem fornecer alguma proteção durante a temporada de gripe 
 The man looked at the angel in surprise.,The surprised man looked at the angel.,O homem olhou para o anjo surpreso., the man looked at the angel in surprise ,the surprised man looked at the angel ,o homem olhou para o anjo surpreso 
 He could not help him.,He couldn't help it.,Ele não podia ajudá-lo., he could not help him ,he couldn t help it ,ele não podia ajudá lo 
 My wife will stay with me at any time.,My wife will be with me at anytime.,Minha esposa vai ficar comigo a qualquer momento., my wife will stay with me at any time ,my wife will be with me at anytime ,minha esposa vai ficar comigo a qualquer momento 
 She is accused of stealing a watch.,She is accused of stealing a watch.,Ela é acusada de roubar um relógio., she is accused of stealing a watch ,she is accused of stealing a watch ,ela é acusada de roubar um relógio 
 A child is using a yellow or red mask in a foam bath.,A child is wearing a yellow snorkel mask in a bubble bath.,Uma criança está usando uma máscara de snorkel amarela em um banho de espuma, a child is using a yellow or red mask in a foam bath ,a child is wearing a yellow snorkel mask in a bubble bath ,uma criança está usando uma máscara de snorkel amarela em um banho de espuma
