translation,reference,source,translation_clean,reference_clean,source_clean
 Nenhum estudioso se atreve a dizer que está certo.,No thinker dares to say they are right.,Nenhum estudioso se atreve a dizer que está certo., nenhum estudioso se atreve a dizer que está certo ,no thinker dares to say they are right ,nenhum estudioso se atreve a dizer que está certo 
 Eu fico mais chutando dessa maneira.,I kick more like that.,Eu fico mais chutando dessa maneira., eu fico mais chutando dessa maneira ,i kick more like that ,eu fico mais chutando dessa maneira 
 Um homem de camisa branca fuma enquanto dá instruções.,A man in a white shirt smokes while giving instructions.,Um homem de camisa branca fuma enquanto dá instruções., um homem de camisa branca fuma enquanto dá instruções ,a man in a white shirt smokes while giving instructions ,um homem de camisa branca fuma enquanto dá instruções 
 Essa mulher é bonita.,This woman is beautiful.,Essa mulher é bonita., essa mulher é bonita ,this woman is beautiful ,essa mulher é bonita 
 Eu vou falar com você hoje a noite,I will talk with you tonight.,Eu vou falar com você hoje a noite., eu vou falar com você hoje a noite,i will talk with you tonight ,eu vou falar com você hoje a noite 
 NOTARIZAÇÃO,Notarization.,Notarização, notarização,notarization ,notarização
 FICANDO UM MONTE DE COISAS ERRADAS,A lot of things are getting wrong.,Ficando um monte de coisas erradas, ficando um monte de coisas erradas,a lot of things are getting wrong ,ficando um monte de coisas erradas
 Várias pessoas estão colhendo culturas em um mercado urbano.,Several people are harvesting in an urban market.,Várias pessoas estão colhendo culturas em um mercado urbano., várias pessoas estão colhendo culturas em um mercado urbano ,several people are harvesting in an urban market ,várias pessoas estão colhendo culturas em um mercado urbano 
 Donald Trump e Barack Obama não são bons amigos.,Donald Trump and Barack Obama are not good friends.,Donald Trump e Barack Obama não são bons amigos., donald trump e barack obama não são bons amigos ,donald trump and barack obama are not good friends ,donald trump e barack obama não são bons amigos 
 O mesmo livro que me ensinou sobre Urim e Tumim.,The same book that taught me about Urim and Tumim.,O mesmo livro que me ensinou sobre Urim e Tumim., o mesmo livro que me ensinou sobre urim e tumim ,the same book that taught me about urim and tumim ,o mesmo livro que me ensinou sobre urim e tumim 
 SUBARES SUBINDO PARA VER ERIN,Going up to see Erin.,Subindo para ver Erin., subares subindo para ver erin,going up to see erin ,subindo para ver erin 
 A girafa ficou com medo.,The giraffe was afraid.,A girafa ficou com medo., a girafa ficou com medo ,the giraffe was afraid ,a girafa ficou com medo 
 Ela retraiu sua declaração.,She retracted her statement.,Ela retraiu sua declaração., ela retraiu sua declaração ,she retracted her statement ,ela retraiu sua declaração 
" ERA, no entanto, ainda estava tão quente que se voou pelo ar.",Was it? So what? it’s still far away by his air flight.,"Era?, no entanto? ainda estava tão quente de seu voo pelo ar.", era no entanto ainda estava tão quente que se voou pelo ar ,was it so what it s still far away by his air flight ,era no entanto ainda estava tão quente de seu voo pelo ar 
 Um grupo de mulheres cantando juntas.,A group of women singing together.,Um grupo de mulheres cantando juntas., um grupo de mulheres cantando juntas ,a group of women singing together ,um grupo de mulheres cantando juntas 
" Um jovem está carregando algo em grande saco de lixo, de plástico feio.",A young man is carrying something in a large black plastic trash bag.,Um jovem está carregando algo em um grande saco de lixo de plástico preto., um jovem está carregando algo em grande saco de lixo de plástico feio ,a young man is carrying something in a large black plastic trash bag ,um jovem está carregando algo em um grande saco de lixo de plástico preto 
,To invade the Legislative Yuan.,Invadir o Yuan Legislativo,,to invade the legislative yuan ,invadir o yuan legislativo
 Mas use-os para comprar o seu rebanho.,But use them to buy your flock.,Mas use-os para comprar seu rebanho., mas use os para comprar o seu rebanho ,but use them to buy your flock ,mas use os para comprar seu rebanho 
" Já conhecemos, mas seria bom vê-lo novamente.","Do we know each other? Anyways, it would be nice to see you again.","Já conhecemos?, mas seria bom vê-lo novamente.", já conhecemos mas seria bom vê lo novamente ,do we know each other anyways it would be nice to see you again ,já conhecemos mas seria bom vê lo novamente 
 Quase dá a ele a sensação de que ele não era desejado.,It almost gives him the feeling that he was not desired.,Quase dá a ele a sensação de que ele não era desejado., quase dá a ele a sensação de que ele não era desejado ,it almost gives him the feeling that he was not desired ,quase dá a ele a sensação de que ele não era desejado 
 Quatro homens grandes estão comendo juntos no que parece ser um concurso de comida.,Four huge men are eating together in what looks like a food contest.,Quatro homens grandes estão comendo juntos no que parece ser um concurso de comida., quatro homens grandes estão comendo juntos no que parece ser um concurso de comida ,four huge men are eating together in what looks like a food contest ,quatro homens grandes estão comendo juntos no que parece ser um concurso de comida 
" Se você enfrentasse esses valores discrepantes, isso reduziria os artefatos.","If you compared the outliers, it would reduce the number of artefactual results.","Se você enfrentasse esses valores discrepantes, isso reduziria os artefatos.", se você enfrentasse esses valores discrepantes isso reduziria os artefatos ,if you compared the outliers it would reduce the number of artefactual results ,se você enfrentasse esses valores discrepantes isso reduziria os artefatos 
 Sua ansiedade explodiu.,His anxiety took over.,Sua ansiedade explodiu., sua ansiedade explodiu ,his anxiety took over ,sua ansiedade explodiu 
 NÃO.,No.,Não., não ,no ,não 
 A velha panela estava coberta de calda dura.,The old pan was totally dirty.,A velha panela estava coberta de calda dura., a velha panela estava coberta de calda dura ,the old pan was totally dirty ,a velha panela estava coberta de calda dura 
 Ele alugou um flat.,He rented a flat.,Ele alugou um flat., ele alugou um flat ,he rented a flat ,ele alugou um flat 
 Homem toca guitarra para bebezinho.,Man plays guitar for a little baby.,Homem toca guitarra para bebezinho., homem toca guitarra para bebezinho ,man plays guitar for a little baby ,homem toca guitarra para bebezinho 
 Uma mãe e um filho caminham juntos enquanto o filho carrega uma bandeira.,A mother and son walk together while the son carries a flag.,Uma mãe e um filho caminham juntos enquanto o filho carrega uma bandeira., uma mãe e um filho caminham juntos enquanto o filho carrega uma bandeira ,a mother and son walk together while the son carries a flag ,uma mãe e um filho caminham juntos enquanto o filho carrega uma bandeira 
 A avaliação deve ser estendida para outros conjuntos de dados.,The assessment should be extended to other data sets.,A avaliação deve ser estendida para outros conjuntos de dados., a avaliação deve ser estendida para outros conjuntos de dados ,the assessment should be extended to other data sets ,a avaliação deve ser estendida para outros conjuntos de dados 
" Uma mulher está pagando por uma compra, enquanto outras duas mulheres olham para revistas.","One woman is paying for a purchase, while two other women look at magazines.","Uma mulher está pagando por uma compra, enquanto outras duas mulheres olham para revistas.", uma mulher está pagando por uma compra enquanto outras duas mulheres olham para revistas ,one woman is paying for a purchase while two other women look at magazines ,uma mulher está pagando por uma compra enquanto outras duas mulheres olham para revistas 
 Aguardo Aguarde o sinal,Wait for the signal!,Aguarde o sinal!, aguardo aguarde o sinal,wait for the signal ,aguarde o sinal 
 Existem quatro tipos diferentes de combustível neste posto de gasolina.,There are four different types of fuel at this gas station.,Existem quatro tipos diferentes de combustível neste posto de gasolina., existem quatro tipos diferentes de combustível neste posto de gasolina ,there are four different types of fuel at this gas station ,existem quatro tipos diferentes de combustível neste posto de gasolina 
 Um homem está lendo um jornal em um trem ou ônibus.,A man is reading a newspaper on a train or bus.,Um homem está lendo um jornal em um trem ou ônibus., um homem está lendo um jornal em um trem ou ônibus ,a man is reading a newspaper on a train or bus ,um homem está lendo um jornal em um trem ou ônibus 
 4 pessoas balançando em um balanço,Four people swinging on a swing.,Quatro pessoas balançando em um balanço., 4 pessoas balançando em um balanço,four people swinging on a swing ,quatro pessoas balançando em um balanço 
 Um grupo de pessoas está próximo a um pequeno vendedor ambulante.,A group of people is next to a street vendor.,Um grupo de pessoas está próximo a um pequeno vendedor ambulante., um grupo de pessoas está próximo a um pequeno vendedor ambulante ,a group of people is next to a street vendor ,um grupo de pessoas está próximo a um pequeno vendedor ambulante 
 Um jovem rapaz de camisa vermelha entra em uma rua de terra.,A young boy in red shirt walks down a dirt street.,Um jovem rapaz de camisa vermelha entra em uma rua de terra., um jovem rapaz de camisa vermelha entra em uma rua de terra ,a young boy in red shirt walks down a dirt street ,um jovem rapaz de camisa vermelha entra em uma rua de terra 
 Você planejou sua atividade de fim de semana ainda?,Did you plan your weekend activity?,Você planejou sua atividade de fim de semana ainda?, você planejou sua atividade de fim de semana ainda ,did you plan your weekend activity ,você planejou sua atividade de fim de semana ainda 
 As vacinas podem fornecer alguma proteção durante a temporada de gripe.,Vaccines can provide some protection during the flu season.,As vacinas podem fornecer alguma proteção durante a temporada de gripe., as vacinas podem fornecer alguma proteção durante a temporada de gripe ,vaccines can provide some protection during the flu season ,as vacinas podem fornecer alguma proteção durante a temporada de gripe 
