,transcription,sentence,translation,transcription_clean,sentence_clean,translation_clean
136, As pessoas estão no lado de fora de onde fiz o perto de uma rua.,As pessoas estão do lado de fora de um edifício perto de uma rua.,People are outside a building next to the street., as pessoas estão no lado de fora de onde fiz o perto de uma rua ,as pessoas estão do lado de fora de um edifício perto de uma rua ,people are outside a building next to the street 
137, nenhum estudeoso se atreve a dizer que está certo.,Nenhum estudioso se atreve a dizer que está certo.,No thinker dares to say they are right., nenhum estudeoso se atreve a dizer que está certo ,nenhum estudioso se atreve a dizer que está certo ,no thinker dares to say they are right 
138, Eu fico mais chutando dessa maneira.,Eu fico mais chutando dessa maneira.,I kick more like that., eu fico mais chutando dessa maneira ,eu fico mais chutando dessa maneira ,i kick more like that 
139, O homem de camisa branca fuma enquanto dá instruções.,Um homem de camisa branca fuma enquanto dá instruções.,A man in a white shirt smokes while giving instructions., o homem de camisa branca fuma enquanto dá instruções ,um homem de camisa branca fuma enquanto dá instruções ,a man in a white shirt smokes while giving instructions 
140, Essa mulher é bonita.,Essa mulher é bonita.,This woman is beautiful., essa mulher é bonita ,essa mulher é bonita ,this woman is beautiful 
141, Eu vou falar com você hoje a noite.,Eu vou falar com você hoje a noite.,I will talk with you tonight., eu vou falar com você hoje a noite ,eu vou falar com você hoje a noite ,i will talk with you tonight 
142, Notarização,Notarização,Notarization., notarização,notarização,notarization 
143, Ficando um monte de coisas erradas.,Ficando um monte de coisas erradas,A lot of things are getting wrong., ficando um monte de coisas erradas ,ficando um monte de coisas erradas,a lot of things are getting wrong 
144, várias pessoas estão colhendo culturas em um mercado urbano.,Várias pessoas estão colhendo culturas em um mercado urbano.,Several people are harvesting in an urban market., várias pessoas estão colhendo culturas em um mercado urbano ,várias pessoas estão colhendo culturas em um mercado urbano ,several people are harvesting in an urban market 
145, Dono de Trump e Barato Obama não são bons amigos.,Donald Trump e Barack Obama não são bons amigos.,Donald Trump and Barack Obama are not good friends., dono de trump e barato obama não são bons amigos ,donald trump e barack obama não são bons amigos ,donald trump and barack obama are not good friends 
146, O mesmo livro que me ensinou sobre o Urin e Tumin.,O mesmo livro que me ensinou sobre Urim e Tumim.,The same book that taught me about Urim and Tumim., o mesmo livro que me ensinou sobre o urin e tumin ,o mesmo livro que me ensinou sobre urim e tumim ,the same book that taught me about urim and tumim 
147, subindo para ver erim.,Subindo para ver Erin.,Going up to see Erin., subindo para ver erim ,subindo para ver erin ,going up to see erin 
148, Ajudar a papel cool com medo.,A girafa ficou com medo.,The giraffe was afraid., ajudar a papel cool com medo ,a girafa ficou com medo ,the giraffe was afraid 
149, Ela retraiou de sua declaração.,Ela retraiu sua declaração.,She retracted her statement., ela retraiou de sua declaração ,ela retraiu sua declaração ,she retracted her statement 
150," Era, no entanto, ainda estava tão quente de ser o Belo Ardo.","Era?, no entanto? ainda estava tão quente de seu voo pelo ar.",Was it? So what? it’s still far away by his air flight., era no entanto ainda estava tão quente de ser o belo ardo ,era no entanto ainda estava tão quente de seu voo pelo ar ,was it so what it s still far away by his air flight 
151, Um grupo de neurérios cantando juntas.,Um grupo de mulheres cantando juntas.,A group of women singing together., um grupo de neurérios cantando juntas ,um grupo de mulheres cantando juntas ,a group of women singing together 
152," cavity, linha 5,16 GOT cheese floreto e Urban dressing o checo, cruzce earound o feio rasso e fecho 2 bagolhas de cruz 20 minutos aos stolos tarko de quando está presente mesmo recependo o numondo diante e mitä está querendo descar até envia-elar uma verde é bom",Um jovem está carregando algo em um grande saco de lixo de plástico preto.,A young man is carrying something in a large black plastic trash bag., cavity linha 5 16 got cheese floreto e urban dressing o checo cruzce earound o feio rasso e fecho 2 bagolhas de cruz 20 minutos aos stolos tarko de quando está presente mesmo recependo o numondo diante e mitä está querendo descar até envia elar uma verde é bom,um jovem está carregando algo em um grande saco de lixo de plástico preto ,a young man is carrying something in a large black plastic trash bag 
153, cloudy euro e,Invadir o Yuan Legislativo,To invade the Legislative Yuan., cloudy euro e,invadir o yuan legislativo,to invade the legislative yuan 
154, mas fúzios para comprar o seu redone.,Mas use-os para comprar seu rebanho.,But use them to buy your flock., mas fúzios para comprar o seu redone ,mas use os para comprar seu rebanho ,but use them to buy your flock 
155, Já conhecemos? O que seria bom pelo novamente?,"Já conhecemos?, mas seria bom vê-lo novamente.","Do we know each other? Anyways, it would be nice to see you again.", já conhecemos o que seria bom pelo novamente ,já conhecemos mas seria bom vê lo novamente ,do we know each other anyways it would be nice to see you again 
156, Quase dá ele a sensação de que ele não era desejado.,Quase dá a ele a sensação de que ele não era desejado.,It almost gives him the feeling that he was not desired., quase dá ele a sensação de que ele não era desejado ,quase dá a ele a sensação de que ele não era desejado ,it almost gives him the feeling that he was not desired 
157, 4 homens grandes estão comendo juntos no que parece ser um concurso de comida.,Quatro homens grandes estão comendo juntos no que parece ser um concurso de comida.,Four huge men are eating together in what looks like a food contest., 4 homens grandes estão comendo juntos no que parece ser um concurso de comida ,quatro homens grandes estão comendo juntos no que parece ser um concurso de comida ,four huge men are eating together in what looks like a food contest 
158," Se você enfrentasse esses valores discrepantes, isso reduziria os artefatos.","Se você enfrentasse esses valores discrepantes, isso reduziria os artefatos.","If you compared the outliers, it would reduce the number of artefactual results.", se você enfrentasse esses valores discrepantes isso reduziria os artefatos ,se você enfrentasse esses valores discrepantes isso reduziria os artefatos ,if you compared the outliers it would reduce the number of artefactual results 
159, Sua ansiedade explodiu.,Sua ansiedade explodiu.,His anxiety took over., sua ansiedade explodiu ,sua ansiedade explodiu ,his anxiety took over 
160, Não.,Não.,No., não ,não ,no 
161, A velha panela estava coberta de Calda Dura.,A velha panela estava coberta de calda dura.,The old pan was totally dirty., a velha panela estava coberta de calda dura ,a velha panela estava coberta de calda dura ,the old pan was totally dirty 
162, Ele alugou em flage.,Ele alugou um flat.,He rented a flat., ele alugou em flage ,ele alugou um flat ,he rented a flat 
163, homem toca guitarra para bebezinho,Homem toca guitarra para bebezinho.,Man plays guitar for a little baby., homem toca guitarra para bebezinho,homem toca guitarra para bebezinho ,man plays guitar for a little baby 
164, Uma mãe e um filho caminham juntos enquanto o filho carrega uma bandeira.,Uma mãe e um filho caminham juntos enquanto o filho carrega uma bandeira.,A mother and son walk together while the son carries a flag., uma mãe e um filho caminham juntos enquanto o filho carrega uma bandeira ,uma mãe e um filho caminham juntos enquanto o filho carrega uma bandeira ,a mother and son walk together while the son carries a flag 
165, A avaliação deve ser estendida para outros conjuntos de dados.,A avaliação deve ser estendida para outros conjuntos de dados.,The assessment should be extended to other data sets., a avaliação deve ser estendida para outros conjuntos de dados ,a avaliação deve ser estendida para outros conjuntos de dados ,the assessment should be extended to other data sets 
166, Uma mulher está pagando por uma compra e contra outras duas mulheres olham para revistas.,"Uma mulher está pagando por uma compra, enquanto outras duas mulheres olham para revistas.","One woman is paying for a purchase, while two other women look at magazines.", uma mulher está pagando por uma compra e contra outras duas mulheres olham para revistas ,uma mulher está pagando por uma compra enquanto outras duas mulheres olham para revistas ,one woman is paying for a purchase while two other women look at magazines 
167, Aguá de o sinal.,Aguarde o sinal!,Wait for the signal!, aguá de o sinal ,aguarde o sinal ,wait for the signal 
168, Eles têm quatro tipos diferentes de combustível neste pochulho gasolina.,Existem quatro tipos diferentes de combustível neste posto de gasolina.,There are four different types of fuel at this gas station., eles têm quatro tipos diferentes de combustível neste pochulho gasolina ,existem quatro tipos diferentes de combustível neste posto de gasolina ,there are four different types of fuel at this gas station 
169, Um homem está ler um jornal em um trem ou um dos.,Um homem está lendo um jornal em um trem ou ônibus.,A man is reading a newspaper on a train or bus., um homem está ler um jornal em um trem ou um dos ,um homem está lendo um jornal em um trem ou ônibus ,a man is reading a newspaper on a train or bus 
170, 4 pessoas balançando em balança,Quatro pessoas balançando em um balanço.,Four people swinging on a swing., 4 pessoas balançando em balança,quatro pessoas balançando em um balanço ,four people swinging on a swing 
